date,max_temp,min_temp
2026-07-16,36.8,23.8
2026-07-17,33.9,21.9
2026-07-18,33.3,21.5
2026-07-19,35.5,23.9
2026-07-20,35.2,24.7
2026-07-21,32.6,24.3
2026-07-22,33.1,24.2
